Domain	Site Rank	Year online	Name	MBFC Fact	MBFC Bias	MBFC cred	Media Bias/Fact Check	Wiki Fake	Wiki RSP	Wiki DEPS	Wikipedia	Quality	MisinfoMe	Lang	URL	Score
centraloregontimes.com	30000000	2019	Central Oregon Times	M	FN	L	https://mediabiasfactcheck.com/central-oregon-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6		en	https://centraloregontimes.com/	0.2
centralpatimes.com	30000000	2022	Central Pennsylvania Times	M	FN	L	https://mediabiasfactcheck.com/central-pennsylvania-times-bias/	1						en	https://www.centralpatimes.com/	0.2
centralstlnews.com	30000000	2019	Central STL News	M	FN	L	https://mediabiasfactcheck.com/central-stl-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.9	-1	en	https://centralstlnews.com/	0.2
chapelhillreview.com	30000000	2019	Chapel Hill Review	M	FN	L	https://mediabiasfactcheck.com/chapel-hill-review-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1	en	https://chapelhillreview.com/	0.2
chicotimes.com	30000000	2018	Chico Times	M	FN	L	https://mediabiasfactcheck.com/chico-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.364	en	https://chicotimes.com/	0.2
chihuahuapost.com	30000000	2004	Chihuahuapost.com	M	FN	L	https://mediabiasfactcheck.com/chihuahua-post-bias/							es	https://chihuahuapost.com/	0.2
childrenshealthdefense.org/defender	30000000		The Defender	L	CP	L	https://mediabiasfactcheck.com/the-defender-childrens-health-defense-credibility/				https://en.wikipedia.org/wiki/Children%27s_Health_Defense			en	https://childrenshealthdefense.org/defender/	0.1
chlorellafactor.com	30000000	2004	Chlorella Factor	VL	CP	L	https://mediabiasfactcheck.com/chlorellafactor-com/				https://en.wikipedia.org/wiki/Natural_News	0.1	0	en	https://chlorellafactor.com/	0.0
cincyreporter.com	30000000		Cincy Reporter	M	FN	L	https://mediabiasfactcheck.com/cincy-reporter-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1	en	https://cincyreporter.com/	0.2
claycotimes.com	30000000	2019	Clay County Times	M	FN	L	https://mediabiasfactcheck.com/clay-county-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.364	en	https://claycotimes.com/	0.2
clayreporter.com	30000000	2019	Clay Reporter	M	FN	L	https://mediabiasfactcheck.com/clay-reporter-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.964	en	https://clayreporter.com/	0.2
clermonttimes.com	30000000		Clermont Times	M	FN	L	https://mediabiasfactcheck.com/clermont-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1	en	https://clermonttimes.com/	0.2
climatism.blog	30000000		Climatism	L	CP	L	https://mediabiasfactcheck.com/climatism/					0.2	0	en	https://climatism.blog/	0.1
cnnsofake.news	30000000	2018	CNN So Fake News	VL	CP	L	https://mediabiasfactcheck.com/cnn-so-fake-news/				https://en.wikipedia.org/wiki/Natural_News	0.5		en	https://cnnsofake.news/	0.0
coachellatoday.com	30000000	2019	Coachella Today	M	FN	L	https://mediabiasfactcheck.com/coachella-today/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.364	en	https://coachellatoday.com/	0.2
coastalganews.com	30000000	2019	Coastal GA News	M	FN	L	https://mediabiasfactcheck.com/coastal-ga-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.364	en	https://coastalganews.com/	0.2
cobbnewsga.com	30000000	2022	Cobb News	M	FN	L	https://mediabiasfactcheck.com/cobb-news-bias/	1						en	https://cobbnewsga.com/	0.2
cobbreporter.com	30000000	2019	Cobb Reporter	M	FN	L	https://mediabiasfactcheck.com/cobb-reporter/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.364	en	https://cobbreporter.com/	0.2
coconinonews.com	30000000	2017	Coconino News	M	FN	L	https://mediabiasfactcheck.com/coconino-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.364	en	https://coconinonews.com/	0.2
columbianews.com	30000000	2002	Columbia News	M	FN	L	https://mediabiasfactcheck.com/columbia-news-bias/							en	https://columbianews.com/	0.2
columbusstandard.com	30000000	2019	Columbus Standard	M	FN	L	https://mediabiasfactcheck.com/columbus-standard-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.364	en	https://columbusstandard.com/	0.2
concordledger.com	30000000	2019	Concord Ledger	M	FN	L	https://mediabiasfactcheck.com/concord-ledger-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1	en	https://concordledger.com/	0.2
conservativeammo.com	30000000	2016	Conservative Ammo	L	FN	L	https://mediabiasfactcheck.com/conservative-ammo/					0.2	0	en	https://conservativeammo.com/	0.1
conservativematrix.com	30000000	2016	Conservative Matrix	M	FN	L	https://mediabiasfactcheck.com/conservative-matrix/					0.3	0	en	https://conservativematrix.com/	0.2
conservativerevival.com	30000000	2010	Conservative Revival	L	FN	L	https://mediabiasfactcheck.com/conservative-revival-bias/					0.4		en	https://conservativerevival.com/	0.1
constitutionstatenews.com	30000000	2019	Constitution State News	M	FN	L	https://mediabiasfactcheck.com/constitution-state-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.364	en	https://constitutionstatenews.com/	0.2
cornhuskerstatenews.com	30000000	2019	Cornhusker State News	M	FN	L	https://mediabiasfactcheck.com/cornhusker-state-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1	en	https://cornhuskerstatenews.com/	0.2
counterpsyops.com	30000000	2011	Counter PsyOps	M	CP	L	https://mediabiasfactcheck.com/counterpsyops/					0.2	-0.28	en	https://counterpsyops.com/	0.2
counterthink.com	30000000	1997	CounterThink.com	VL	CP	L	https://mediabiasfactcheck.com/counterthink-com/				https://en.wikipedia.org/wiki/Natural_News	0.1	0	en	https://counterthink.com/	0.0
culturewatchnews.com	30000000	2018	Culture Watch News	M	FN	L	https://mediabiasfactcheck.com/culture-watch-news-bias/					0.7		en	https://culturewatchnews.com/	0.2
cyberwar.news	30000000		CyberWar.News	VL	CP	L	https://mediabiasfactcheck.com/cyberwar-news-bias/				https://en.wikipedia.org/wiki/Natural_News	0.4		en	https://cyberwar.news/	0.0
dailycitizen.focusonthefamily.com	30000000		Daily Citizen	L	FN	L	https://mediabiasfactcheck.com/daily-citizen-focus-on-the-family/				https://en.wikipedia.org/wiki/Focus_on_the_Family		0.68	en	https://dailycitizen.focusonthefamily.com/	0.1
dailyexpose.co.uk	30000000	2020	The Daily Expose	VL	CP	L	https://mediabiasfactcheck.com/the-daily-expose/					0.2	0	en	https://dailyexpose.co.uk/	0.0
dailyinsidernews.com	30000000	2015	Daily Insider News	L	FN	L	https://mediabiasfactcheck.com/daily-insider-news/	1				0.2	-0.6	en	https://dailyinsidernews.com/	0.1
dailyoccupation.com	30000000	2016	Daily Occupation	L	CP	L	https://mediabiasfactcheck.com/daily-occupation/	1				0.1	-1	en	https://dailyoccupation.com/	0.1
dakotatimes.com	30000000	2019	Dakota Times	M	FN	L	https://mediabiasfactcheck.com/dakota-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1	en	https://dakotatimes.com/	0.2
dartmouthtimes.com	30000000	2019	Dartmouth Times	M	LC	L	https://mediabiasfactcheck.com/dartmouth-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-1	en	https://dartmouthtimes.com/	0.3
dataasylum.com	30000000	2000	Data Asylum	L	CP	L	https://mediabiasfactcheck.com/data-asylum/					0.2	-1	en	https://www.dataasylum.com/	0.1
dcweekly.org	30000000	2021	DC Weekly	L	FN	L	https://mediabiasfactcheck.com/dc-weekly-dcweekly-org-bias-and-credibility/							en	https://dcweekly.org/	0.1
de.rt.com	30000000	1991	RT DE	VL	FN	L	https://mediabiasfactcheck.com/rt-de-rt-news-germany-bias/				https://en.wikipedia.org/wiki/RT_Deutsch	0.3	-0.004	de	https://de.rt.com/	0.0
decaturtimes.com	30000000	2019	Decatur Times	M	FN	L	https://mediabiasfactcheck.com/decatur-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.364	en	https://decaturtimes.com/	0.2
deepstatejournal.com	30000000	2018	Deep State Journal	L	FN	L	https://mediabiasfactcheck.com/deep-state-journal-bias/					0.4	0	en	https://deepstatejournal.com/	0.1
dekalbganews.com	30000000	2019	Dekalb GA News	M	FN	L	https://mediabiasfactcheck.com/dekalb-ga-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.364	en	https://dekalbganews.com/	0.2
delawarevalleysun.com	30000000	2022	Delaware Valley Sun	M	FN	L	https://mediabiasfactcheck.com/delaware-valley-sun-bias/	1						en	https://www.delawarevalleysun.com/	0.2
delcoreview.com	30000000		Delaware County Review	M	FN	L	https://mediabiasfactcheck.com/delaware-county-review-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1	en	https://delcoreview.com/	0.2
denvercitywire.com	30000000	2019	Denver City Wire	M	FN	L	https://mediabiasfactcheck.com/denver-city-wire/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.364	en	https://denvercitywire.com/	0.2
desmoinessun.com	30000000	2019	Des Moines Sun	M	FN	L	https://mediabiasfactcheck.com/des-moines-sun-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.364	en	https://desmoinessun.com/	0.2
discoveries.news	30000000		Discoveries.News	VL	CP	L	https://mediabiasfactcheck.com/discoveries-news-bias/				https://en.wikipedia.org/wiki/Natural_News	0.2		en	https://discoveries.news/	0.0
downeasttimes.com	30000000	2019	Down East Times	M	FN	L	https://mediabiasfactcheck.com/down-east-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1	en	https://downeasttimes.com/	0.2
downrivertoday.com	30000000	2019	Down River Today	M	FN	L	https://mediabiasfactcheck.com/down-river-today-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-1	en	https://downrivertoday.com/	0.2
drugcartels.news	30000000		DrugCartels.News	VL	CP	L	https://mediabiasfactcheck.com/drugcartels-news-bias/				https://en.wikipedia.org/wiki/Natural_News	0.3		en	https://drugcartels.news/	0.0
dubuquetimes.com	30000000	2019	Dubuque Times	M	FN	L	https://mediabiasfactcheck.com/dubuque-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.364	en	https://dubuquetimes.com/	0.2
duvaltimes.com	30000000	2019	Duval Times	M	FN	L	https://mediabiasfactcheck.com/duval-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.364	en	https://duvaltimes.com/	0.2
eaglevalleytimes.com	30000000	2019	Eagle Valley Times	M	FN	L	https://mediabiasfactcheck.com/eagle-valley-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1	en	https://eaglevalleytimes.com/	0.2
eastarapahoenews.com	30000000	2019	East Arapahoe News	M	FN	L	https://mediabiasfactcheck.com/east-arapahoe-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.364	en	https://eastarapahoenews.com/	0.2
eastarizonanews.com	30000000	2019	East Arizona News	M	FN	L	https://mediabiasfactcheck.com/east-arizona-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.364	en	https://eastarizonanews.com/	0.2
eastclevelandnews.com	30000000		East Cleveland News	M	FN	L	https://mediabiasfactcheck.com/east-cleveland-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-1	en	https://eastclevelandnews.com/	0.2
eastcontracostanews.com	30000000	2019	East Contra Costa News	M	FN	L	https://mediabiasfactcheck.com/east-contra-costa-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.364	en	https://eastcontracostanews.com/	0.2
easternwaynetoday.com	30000000	2019	Eastern Wayne Today	M	FN	L	https://mediabiasfactcheck.com/eastern-wayne-today-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1	en	https://easternwaynetoday.com/	0.2
easthillsboroughnews.com	30000000	2019	East Hillsborough News	M	FN	L	https://mediabiasfactcheck.com/east-hillsborough-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.364	en	https://easthillsboroughnews.com/	0.2
easthudvalleynews.com	30000000	2019	East Hudson Valley News	M	FN	L	https://mediabiasfactcheck.com/east-hudson-valley-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1	en	https://easthudvalleynews.com/	0.2
eastidahotimes.com	30000000	2019	East Idaho Times	M	FN	L	https://mediabiasfactcheck.com/east-idaho-times/				https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.364	en	https://eastidahotimes.com/	0.2
eastindynews.com	30000000	2019	East Indy News	M	FN	L	https://mediabiasfactcheck.com/east-indy-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-0.364	en	https://eastindynews.com/	0.2
eastkentuckytimes.com	30000000	2019	East Kentucky Times	M	FN	L	https://mediabiasfactcheck.com/east-kentucky-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1	en	https://eastkentuckytimes.com/	0.2
eastlakenormannews.com	30000000	2019	East Lake Norman News	M	FN	L	https://mediabiasfactcheck.com/east-lake-norman-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1	en	https://eastlakenormannews.com/	0.2
eastlittlerocktimes.com	30000000	2019	East Little Rock Times	M	FN	L	https://mediabiasfactcheck.com/east-little-rock-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://eastlittlerocktimes.com/	0.2
eastlouisvillenews.com	30000000	2019	East Louisville News	M	FN	L	https://mediabiasfactcheck.com/east-louisville-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1.0	en	https://eastlouisvillenews.com/	0.2
eastnewmexiconews.com	30000000	2019	East New Mexico News	M	FN	L	https://mediabiasfactcheck.com/east-new-mexico-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1.0	en	https://eastnewmexiconews.com/	0.2
eastpanhandlenews.com	30000000	2019	East Panhandle News	M	FN	L	https://mediabiasfactcheck.com/east-panhandle-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://eastpanhandlenews.com/	0.2
eastpdxtoday.com	30000000	2019	East PDX Today	M	FN	L	https://mediabiasfactcheck.com/east-pdx-today-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5		en	https://eastpdxtoday.com/	0.2
eastpennyroyalnews.com	30000000	2019	East Pennyroyal News	M	FN	L	https://mediabiasfactcheck.com/east-pennyroyal-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6	-1	en	https://eastpennyroyalnews.com/	0.2
eastsandiegonews.com	30000000	2019	East San Diego News	M	FN	L	https://mediabiasfactcheck.com/east-san-diego-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://eastsandiegonews.com/	0.2
eastsbvtimes.com	30000000	2019	East SBV Times	M	FN	L	https://mediabiasfactcheck.com/east-sbv-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://eastsbvtimes.com/	0.2
eastsfvtoday.com	30000000	2019	East SFV Today	M	FN	L	https://mediabiasfactcheck.com/east-sfv-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.364	en	https://eastsfvtoday.com/	0.2
eastsierranews.com	30000000	2019	East Sierra News	M	FN	L	https://mediabiasfactcheck.com/east-sierra-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://eastsierranews.com/	0.2
eaststarknews.com	30000000		East Stark News	M	FN	L	https://mediabiasfactcheck.com/east-stark-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1.0	en	https://eaststarknews.com/	0.2
easttwincities.com	30000000	2019	East Twin Cities	M	FN	L	https://mediabiasfactcheck.com/east-twin-cities-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1	en	https://easttwincities.com/	0.2
eastventuranews.com	30000000	2019	East Ventura News	M	FN	L	https://mediabiasfactcheck.com/east-ventura-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://eastventuranews.com/	0.2
eastvolusianews.com	30000000	2019	East Volusia News	M	FN	L	https://mediabiasfactcheck.com/east-volusia-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://eastvolusianews.com/	0.2
ecalabamanews.com	30000000	2019	East Central Alabama News	M	FN	L	https://mediabiasfactcheck.com/east-central-alabama-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://ecalabamanews.com/	0.2
ecgeorgianews.com	30000000	2019	EC Georgia News	M	FN	L	https://mediabiasfactcheck.com/ec-georgia-news/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://ecgeorgianews.com/	0.2
echocheck.org	30000000	2020	Echo Check	VL	FN	L	https://mediabiasfactcheck.com/echo-check/					0.3	-1.0	en	https://echocheck.org/	0.0
ecindiananews.com	30000000	2019	EC Indiana News	M	FN	L	https://mediabiasfactcheck.com/ec-indiana-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://ecindiananews.com/	0.2
eciowanews.com	30000000	2019	East Central Iowa News	M	FN	L	https://mediabiasfactcheck.com/east-central-iowa-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://eciowanews.com/	0.2
eckansasnews.com	30000000	2019	EC Kansas News	M	FN	L	https://mediabiasfactcheck.com/ec-kansas-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1.0	en	https://eckansasnews.com/	0.2
ecmissnews.com	30000000	2019	EC Mississippi News	H	FN	L	https://mediabiasfactcheck.com/ec-mississippi-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://ecmissnews.com/	0.4
ecnebraskanews.com	30000000	2019	EC Nebraska News	M	FN	L	https://mediabiasfactcheck.com/ec-nebraska-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://ecnebraskanews.com/	0.2
ecohionews.com	30000000		EC Ohio News	M	FN	L	https://mediabiasfactcheck.com/ec-ohio-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-1.0	en	https://ecohionews.com/	0.2
ecoklahomanews.com	30000000	2019	EC Oklahoma News	M	FN	L	https://mediabiasfactcheck.com/ec-oklahoma-news-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.6		en	https://ecoklahomanews.com/	0.2
economictimes.indiatimes.com	30000000	1996	The Economic Times	M	FN	L	https://mediabiasfactcheck.com/the-economic-times/				https://en.wikipedia.org/wiki/The_Economic_Times	0.2	0.2	en	https://economictimes.indiatimes.com/	0.2
educationdailywire.com	30000000	2020	Education Daily Wire	M	FN	L	https://mediabiasfactcheck.com/education-daily-wire-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.5	-1.0	en	https://educationdailywire.com/	0.2
elizabethtowntimes.com	30000000	2019	Elizabethtown Times	M	FN	L	https://mediabiasfactcheck.com/elizabethtown-times-bias/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.7	-1.0	en	https://elizabethtowntimes.com/	0.2
elkharttimes.com	30000000	2019	Elkhart Times	M	FN	L	https://mediabiasfactcheck.com/elkhart-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.4	-0.4	en	https://elkharttimes.com/	0.2
emeraldcoasttimes.com	30000000	2019	Emerald Coast Times	M	FN	L	https://mediabiasfactcheck.com/emerald-coast-times/	1			https://en.wikipedia.org/wiki/Brian_Timpone	0.3	-0.4	en	https://emeraldcoasttimes.com/	0.2
